,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
905,Maceió,AL,489.50275535595057,517.4752190094479,499.5968279415969,534.7310372033734,622.6750644145434
906,Machacalis,MG,455.95434782608714,487.70714285714274,475.8064285714285,507.3449275362318,571.8571428571429
907,Machadinho,RS,476.9010169491523,494.8430420711975,487.39546925566344,508.6362711864404,604.336569579288
908,Machadinho D'Oeste,RO,468.50991379310346,487.1313492063492,469.7361111111109,495.9439655172414,547.3809523809524
909,Machado,MG,501.24449339207064,522.6095833333329,508.9944444444443,558.6500734214392,655.6388888888889
910,Madalena,CE,454.2282051282051,487.186693548387,469.27822580645164,494.5410256410258,558.8709677419355
911,Mafra,SC,506.06707132018204,532.7179970972418,502.5677793904201,547.4382397572078,602.2351233671989
912,Magé,RJ,483.49790087463526,511.0691304347829,497.26657608695643,511.68437317784225,592.7282608695652
913,Mairinque,SP,503.44769585253425,539.7660044150111,521.4973509933774,548.3320276497693,591.7880794701987
914,Mairiporã,SP,508.6426829268294,544.94424951267,526.9941520467833,559.1058943089434,619.9610136452242
915,Malacacheta,MG,482.5303191489365,509.23350000000045,495.0184999999999,528.5026595744679,581.7
916,Mamanguape,PB,460.12923250564296,482.2965255157435,466.2463626492939,491.3698645598196,559.1530944625407
917,Mambaí,GO,447.10740740740727,473.2983240223463,455.42346368715084,473.2425925925926,516.536312849162
918,Manacapuru,AM,449.5890308839187,466.77131630648404,457.5254420432219,469.0893503727374,509.0176817288802
919,Manaquiri,AM,432.9370000000001,444.0341666666666,423.47416666666663,449.0119999999998,471.1666666666667
920,Manaus,AM,470.32878992504425,495.1090013080657,483.0851945365498,499.8182726720212,552.7308125209138
921,Mandirituba,PR,484.03585858585876,515.6531400966186,493.5159420289857,517.3782828282827,578.2608695652174
922,Manga,MG,463.01967741935465,480.810185185185,469.42962962962974,488.80645161290334,553.641975308642
923,Mangaratiba,RJ,490.93846153846135,510.49891696750916,498.1588447653433,504.9926923076922,582.6714801444043
924,Manhuaçu,MG,493.24194999999975,517.7593631178704,501.38750000000044,544.1709499999997,636.2642585551331
925,Manhumirim,MG,501.78102409638575,533.8278735632184,512.9287356321839,549.3984939759034,627.7586206896551
926,Manicoré,AM,447.47162162162175,465.35900621118,450.4024844720497,459.1540540540542,493.54037267080747
927,Mantena,MG,490.56621160409566,519.990353697749,510.22861736334386,541.5839590443691,621.0932475884244
928,Marabá,PA,470.5610633008226,496.95530877573276,472.29368002889004,500.63170778351565,604.413145539906
929,Maracaju,MS,475.9304347826084,495.2915360501571,478.9761755485894,503.8311036789299,590.282131661442
930,Maracanaú,CE,475.79670979667304,510.266413531238,498.02216085605863,515.3677264325313,595.2847773558854
931,Maracaçumé,MA,446.54789081885815,464.8525059665869,449.52863961813904,477.8781637717126,571.9809069212411
932,Maracás,BA,466.4086956521736,491.1747763864043,478.76672629695923,498.7207509881421,585.1878354203935
933,Maragogipe,BA,455.3570422535214,481.4799307958475,461.48131487889265,491.58415492957744,579.5155709342561
934,Maranguape,CE,466.4538809344387,494.1714285714286,482.73550420168,506.349133383572,567.96918767507
935,Marataízes,ES,479.9027290448342,506.3484403669725,493.2801834862387,528.8764132553612,605.6146788990826
936,Marau,RS,490.81101265822764,516.0319047619057,496.92523809523806,534.7826582278486,639.547619047619
937,Maravilha,SC,499.97922374429237,523.3461371055483,498.10054406964093,535.0113013698631,615.0816104461371
938,Maraã,AM,434.6491525423729,429.04933333333327,418.18399999999997,448.0627118644067,410.1333333333333
939,Marcelândia,MT,458.65303030303045,491.7554054054055,476.77027027027026,499.29999999999984,556.4864864864865
940,Marco,CE,442.7926352128885,459.73982398239866,454.2847084708476,484.84211737629454,467.19471947194717
941,Marechal Cândido Rondon,PR,506.5972148541116,526.309725685786,506.2501246882784,552.0201591511938,628.8029925187033
942,Marechal Deodoro,AL,471.99959919839677,501.39087452471466,484.1642585551329,504.36593186372716,579.1634980988593
943,Marechal Thaumaturgo,AC,441.5176470588235,467.06538461538463,445.4230769230769,449.47058823529426,527.6923076923077
944,Mari,PB,455.0152492668621,479.3383753501406,459.9666666666664,484.7307917888566,579.1036414565826
945,Marialva,PR,499.3037815126054,522.3075098814227,506.24110671936756,528.214705882353,614.5454545454545
946,Mariana,MG,497.97161904761856,533.2978042086004,514.703385178408,538.0157142857141,633.7602927721866
947,Maricá,RJ,495.6523243243249,531.0401023017898,511.1039386189262,540.2675675675688,624.2455242966752
948,Maringá,PR,517.1653255155687,520.8875283875844,505.8308099924308,557.1484836231297,614.1180923542771
949,Marituba,PA,464.0623460410555,488.53600879604176,468.65046728972,478.7109090909087,569.4777350192413
950,Martinópolis,SP,497.2363295880152,519.6443262411346,504.4680851063829,547.1374531835207,609.645390070922
951,Maruim,SE,453.2560150375938,475.67473684210535,459.498596491228,478.4992481203007,553.6842105263158
952,Marília,SP,517.5283441793202,541.2242036011086,526.25259695291,575.0377078814181,658.1786703601108
953,Massapê,CE,455.41396933560515,478.34241435562865,471.1597063621534,493.12010221465107,555.3344208809135
954,Mata de São João,BA,471.2117391304346,493.5454166666666,487.2662499999999,495.503043478261,587.25
955,Mateus Leme,MG,507.24845814977965,539.3127659574468,519.7280851063832,557.4229074889869,628.6808510638298
956,Matinha,MA,443.6363914373088,458.892419825073,444.41253644314867,463.9422018348622,534.7521865889213
957,Matinhos,PR,490.9337243401758,517.1452316076293,504.0730245231609,533.0803519061587,566.1035422343324
958,Matozinhos,MG,490.9029017857148,528.975321888412,509.3965665236052,536.1979910714283,620.6437768240344
959,Matão,SP,516.9757911392405,542.7579025110784,531.5742983751848,574.3055379746837,640.384047267356
960,Mauriti,CE,462.8441640378553,479.2331331331333,464.46526526526515,490.3801261829648,568.2482482482483
961,Mauá,SP,493.66690504568965,533.6606968902198,521.3627201198952,545.4634485498617,600.7793180966654
962,Mauá da Serra,PR,477.4402985074626,508.95922330097096,489.7742718446599,514.1457711442787,562.6213592233009
963,Maués,AM,446.60200573065913,475.64509283819655,459.0485411140582,463.2948424068765,519.2042440318303
964,Mazagão,AP,437.96990291262154,459.3723981900453,434.5760180995478,455.3684466019418,504.3438914027149
965,Medeiros Neto,BA,467.98591549295804,485.3069565217392,468.7778260869568,489.94507042253497,575.7391304347826
966,Medianeira,PR,498.37514723203765,525.1554083885209,508.0374172185436,543.4418138987044,595.0331125827814
967,Mesquita,RJ,476.71663947797754,514.6652999240696,501.0091875474564,516.3295269168032,581.1996962794229
968,Miguel Alves,PI,455.50800000000015,482.4282608695653,457.23315217391325,475.7657142857143,567.9347826086956
969,Miguel Calmon,BA,464.4257657657653,483.90761245674764,468.71591695501695,493.27225225225243,579.446366782007
970,Miguel Pereira,RJ,493.23851851851873,526.7319634703196,513.5057077625571,541.8496296296294,629.2237442922375
971,Milagres,BA,459.8207482993197,479.6924836601301,467.62189542483657,484.9755102040815,565.4901960784314
972,Milagres,CE,475.89318885448944,499.8768777614142,481.97599410898374,502.24597523219825,618.7628865979382
973,Mimoso do Sul,ES,492.3026865671645,503.70714285714325,493.53514285714317,533.2525373134329,604.8571428571429
974,Minas Novas,MG,479.24236111111145,500.37049549549596,484.47950450450435,514.5557870370368,562.2972972972973
975,Minaçu,GO,469.73588390501317,485.38141809290926,481.7691931540343,510.3833773087071,598.5819070904646
976,Mineiros,GO,483.1229087452477,505.29457994579985,489.92384823848295,523.5028517110275,618.6088527551942
977,Miracatu,SP,485.2500000000001,529.1232876712331,511.4102739726028,543.6999999999999,614.5205479452055
978,Miracema,RJ,488.643785310734,515.9968,504.3448,540.6087570621469,657.8666666666667
979,Miracema do Tocantins,TO,457.37041322314104,479.21380880121364,464.0720789074357,485.5127272727273,542.2761760242793
980,Miranda,MS,461.67032258064484,478.52012195121944,464.6835365853659,491.77483870967757,508.0487804878049
981,Mirandiba,PE,454.80848484848474,470.9103151862463,452.4034383954158,478.9063636363639,531.5186246418339
982,Mirandópolis,SP,493.6576791808874,527.1285245901644,510.5268852459019,551.7034129692832,613.2459016393443
983,Mirante da Serra,RO,481.0630057803467,501.8857142857144,478.5043956043956,503.6104046242779,591.7582417582418
984,Mirante do Paranapanema,SP,478.62499999999983,508.4854838709677,491.593010752688,527.0534883720933,584.0860215053764
985,Mirassol,SP,516.0402083333332,546.5197211155377,528.3384462151392,572.7324999999998,643.784860557769
986,Mirassol d'Oeste,MT,471.4509615384614,492.9376899696053,473.7331306990882,497.08269230769264,557.2036474164133
987,Mirinzal,MA,435.9307246376809,465.45070422535235,444.0681690140843,459.550434782609,526.1971830985915
988,Missão Velha,CE,467.2315978456009,485.9887563884157,468.17001703577523,501.2416517055653,600.4770017035775
989,Mocajuba,PA,445.29322459222027,461.96706586826355,436.54371257485053,456.54692597239665,555.5688622754491
990,Mococa,SP,513.9102601156073,536.5871900826445,523.9869146005506,573.5427745664739,676.4738292011019
991,Mogi Guaçu,SP,521.4576200417534,549.4691333982473,531.2312560856868,580.2156576200413,631.1392405063291
992,Mogi Mirim,SP,526.166094986806,554.5965994962219,533.99911838791,585.9439313984178,649.3702770780857
993,Mogi das Cruzes,SP,509.18750000000034,541.0561908950965,525.5257092588508,567.8199720670392,626.4350120958874
994,Moju,PA,447.0769811320749,463.91125439624824,448.1175849941388,462.9362264150941,548.3939038686987
995,Mombaça,CE,465.61113360323907,495.68387715930857,483.6802303262956,516.8633603238864,594.9712092130518
996,Mongaguá,SP,492.0222222222218,531.250803858521,520.5639871382637,531.6854166666668,589.0032154340836
997,Monsenhor Gil,PI,449.55568513119533,474.90252100840314,456.7960784313724,482.36501457725916,566.0504201680673
998,Monsenhor Tabosa,CE,447.5651006711409,468.47310126582306,460.2430379746835,474.33724832214745,512.2784810126582
999,Montanha,ES,478.146551724138,501.8005319148938,487.3680851063832,515.5448275862068,601.7553191489362
1000,Monte Alegre,PA,452.42503816793896,465.69783549783506,447.959595959596,466.83129770992366,587.9076479076479
1001,Monte Alegre de Sergipe,SE,476.1438423645319,491.4894230769231,472.49807692307695,511.69162561576337,642.1153846153846
1002,Monte Alto,SP,518.341602067184,539.0937198067633,523.205314009662,579.0552971576225,665.7487922705315
1003,Monte Aprazível,SP,515.4859374999996,532.8204747774477,520.5869436201783,572.8956250000003,643.7388724035608
1004,Monte Azul,MG,470.4947483588619,486.9400410677617,479.6952772073924,522.9089715536106,590.7186858316222
1005,Monte Carmelo,MG,488.5249655172419,511.3471128608928,497.4223097112858,535.130896551724,608.3464566929134
1006,Monte Mor,SP,499.5788043478262,530.1447570332481,517.0179028132994,543.897282608696,599.386189258312
1007,Monte Negro,RO,445.63505154639176,471.9323809523808,462.05142857142863,485.6505154639175,544.0
1008,Monte Santo,BA,455.87784090909093,480.49224598930465,462.7999999999997,481.96420454545483,568.3422459893048
1009,Monte Sião,MG,504.8201298701301,533.8230303030301,522.8766666666664,564.6094155844157,639.8787878787879
1010,Monteiro,PB,464.33842696629193,492.03907922912185,475.2198072805138,496.2300000000005,580.2997858672377
1011,Montenegro,RS,500.5067867036009,532.3579084967322,514.9988235294118,553.7951523545704,607.0849673202614
1012,Montes Altos,MA,454.96756756756764,470.32269736842096,452.2812500000001,468.6010135135134,547.171052631579
1013,Montes Claros,MG,508.52350050403237,536.8076367511261,516.7937840397826,553.9311239919346,660.1539190149183
1014,Morada Nova,CE,476.9312820512823,499.62203592814393,488.1257485029938,521.8546153846147,617.1976047904192
1015,Moreno,PE,472.32988235294147,496.4298992161259,479.3458006718919,506.43223529411796,587.1444568868981
1016,Morrinhos,GO,481.7669962917179,507.0094786729861,492.1060426540284,526.2702101359703,628.6018957345972
1017,Morro do Chapéu,BA,459.53698630136955,487.08260869565214,467.9097496706195,488.8716438356164,578.102766798419
1018,Mossoró,RN,492.43774582713365,516.448098469308,499.8298090579126,536.0460915551148,629.2283414865078
1019,Mostardas,RS,461.56715328467146,489.99466666666683,473.0446666666667,501.83722627737234,553.3333333333334
1020,Mucajaí,RR,450.1884057971014,459.96857142857147,462.1257142857145,474.1898550724636,536.5714285714286
1021,Mucuri,BA,490.2865203761758,509.905555555556,491.4333333333333,537.7322884012539,620.4093567251462
1022,Mulungu,CE,450.5344186046511,475.4810572687225,455.1537444933921,469.4999999999999,560.8810572687224
1023,Muriaé,MG,502.7743321110532,524.3213679480785,510.3855217174245,554.9851231011003,655.846230654019
1024,Muritiba,BA,484.4102564102564,508.60352112676065,488.7792253521129,514.5029304029304,615.5633802816901
1025,Mutum,MG,499.93598484848474,525.6291366906474,502.5374100719423,552.5458333333331,633.4532374100719
1026,Mutuípe,BA,458.33384353741513,471.9030844155841,459.90892857142853,484.03639455782326,587.3701298701299
1027,Muzambinho,MG,500.5867172675522,522.500891265597,511.45953654188907,560.0495256166981,625.3475935828877
1028,Mâncio Lima,AC,447.3366972477061,465.3695473251028,451.60205761316854,464.19174311926605,567.4897119341564
1029,Mãe do Rio,PA,450.80410447761227,463.2096830985917,448.9246478873243,471.72388059701495,561.5492957746479
1030,Nanuque,MG,474.6319474835887,503.44725050916514,486.9578411405296,516.912253829321,591.7311608961303
1031,Natal,RN,511.95818714954237,544.0633033795647,520.9014748974404,558.0732650856519,647.4672787653839
1032,Natividade,TO,443.50277777777814,462.30877192982456,450.51403508771944,468.3064814814814,534.9122807017544
1033,Navegantes,SC,486.0841853035145,523.2030346820812,503.7638728323696,526.4097444089457,581.2138728323699
1034,Naviraí,MS,477.72867012089745,500.6669887278582,488.24235104669935,518.1887737478412,587.43961352657
1035,Nazaré,BA,461.1492040520988,487.25963938973723,472.39389736477096,488.2086830680172,573.2871012482663
1036,Nazaré da Mata,PE,467.6559303590862,490.278138075314,475.07531380753096,498.8374319912946,609.8326359832636
1037,Nepomuceno,MG,500.4750957854405,511.96057347670273,505.68853046594984,550.8176245210725,642.652329749104
1038,Nerópolis,GO,476.31159420289805,508.19983193277307,485.93579831932715,514.2498188405797,603.09243697479
1039,Neópolis,SE,438.55678294573653,454.88072727272714,441.9763636363639,464.91937984496155,513.8545454545455
1040,Nhamundá,AM,438.66426592797814,451.81573604060907,432.65126903553295,451.9584487534628,496.6497461928934
1041,Nilópolis,RJ,486.703611632271,521.3885602435843,505.58286211396216,528.1656191369602,599.4084384515006
1042,Nioaque,MS,459.32636363636357,477.1086206896552,455.1810344827586,483.400909090909,552.2413793103449
1043,Niquelândia,GO,469.2415349887134,492.7304904051172,487.709168443497,512.57381489842,592.1961620469083
1044,Niterói,RJ,522.4650202065548,555.801033894691,535.3146344063118,581.7516502020663,675.6384566190578
1045,Nossa Senhora Aparecida,SE,461.79289617486336,476.2526315789475,455.92,488.81639344262305,624.8421052631579
1046,Nossa Senhora da Glória,SE,471.2560542797491,490.82450199203146,469.0429282868526,506.30177453027085,589.9003984063745
1047,Nossa Senhora das Dores,SE,452.9354575163401,469.9932707355243,451.52707355242563,478.7482026143791,578.1846635367762
1048,Nossa Senhora do Livramento,MT,454.2803921568626,484.2055555555554,461.84629629629643,487.6098039215686,529.6296296296297
1049,Nossa Senhora do Socorro,SE,465.8031196823596,495.63440687063894,479.91615673644714,497.5753828701084,602.7911969940956
1050,Nova Andradina,MS,478.0290018832395,498.47275922671355,488.12196836555415,514.3342749529187,550.7205623901582
1051,Nova Brasilândia D'Oeste,RO,476.6525974025973,500.5268292682927,475.4695121951217,510.8525974025978,596.7073170731708
1052,Nova Cruz,RN,469.40054945054993,495.23852889667296,476.9772329246939,511.24010989011026,607.2854640980736
1053,Nova Era,MG,495.7252010723861,525.4841968911918,509.75000000000045,550.9227882037541,625.7512953367876
1054,Nova Esperança,PR,481.73914473684215,500.9818750000001,493.1537499999995,512.782894736842,586.125
1055,Nova Friburgo,RJ,512.2850817710406,547.8547799696499,529.8613050075869,568.1250897487042,683.3763277693475
1056,Nova Iguaçu,RJ,484.88679795769565,516.6986875930178,500.3694899201723,520.3734792122539,596.3117304830199
1057,Nova Lima,MG,526.4818095238096,562.3426244343896,541.31185520362,594.5628571428572,671.8733031674208
1058,Nova Mutum,MT,486.04989154013066,510.6775193798456,491.6472868217056,526.0644251626899,576.937984496124
1059,Nova Odessa,SP,507.0335858585862,546.6412195121952,530.717317073171,567.9411616161617,633.4146341463414
1060,Nova Olinda,CE,459.72267759562817,480.31554404145,467.66191709844543,496.1775956284155,547.720207253886
1061,Nova Olinda do Norte,AM,423.0427312775332,434.97241379310367,418.2455938697315,448.6066079295155,461.2260536398467
1062,Nova Olímpia,MT,467.2452229299363,482.0301775147929,460.2946745562131,487.44649681528693,547.2189349112426
1063,Nova Petrópolis,RS,527.1225680933852,558.5445255474453,535.9018248175186,570.6455252918286,652.5547445255474
1064,Nova Prata,RS,498.518181818182,522.201136363636,503.48276515151565,544.7365612648221,660.6818181818181
1065,Nova Russas,CE,455.67774294670863,477.3472250252267,465.5428859737645,489.7358411703238,519.6770938446014
1066,Nova Serrana,MG,502.6458881578938,532.3155015197574,514.6287234042552,554.8904605263164,625.8662613981763
1067,Nova Venécia,ES,508.0212832550863,523.6357879234168,502.6858615611195,555.3140845070426,617.4374079528719
1068,Nova Viçosa,BA,458.35473251028804,480.8285156249998,467.9628906249998,494.1106995884771,574.140625
1069,Nova Xavantina,MT,466.39924812030074,485.0521276595743,466.07801418439703,491.3966165413533,551.7730496453901
1070,Novo Acordo,TO,432.05432692307687,439.08044444444425,422.3839999999999,456.78173076923093,487.9111111111111
1071,Novo Airão,AM,434.94160583941624,450.9449367088608,439.0645569620254,452.4467153284669,508.3544303797468
1072,Novo Aripuanã,AM,426.62877697841725,445.37770700636946,433.3401273885349,447.96258992805764,426.2420382165605
1073,Novo Cruzeiro,MG,473.6960000000001,496.1268493150682,487.9739726027398,511.52000000000015,593.4246575342465
1074,Novo Gama,GO,458.4196506550218,490.30054495912844,478.34632152588557,485.1982532751085,558.0653950953679
1075,Novo Hamburgo,RS,514.7528208744712,548.5433750823986,532.841463414634,573.1875881523266,625.3394858272907
1076,Novo Horizonte,SP,503.00200892857134,517.6221739130435,513.5897826086955,560.9622767857139,692.7826086956521
1077,Novo Oriente,CE,449.58416149068313,475.4639498432596,470.8181818181818,495.3215838509309,541.6614420062696
1078,Novo Progresso,PA,466.7695906432748,480.1715789473683,464.99526315789484,489.64561403508776,534.3157894736842
1079,Novo Repartimento,PA,455.4484641638229,478.4803797468354,456.04715189873406,482.08430034129685,565.126582278481
1080,Nísia Floresta,RN,466.35944055944054,489.0106666666665,475.0819999999997,487.15874125874126,566.4
1081,Ocara,CE,455.26881720430106,484.89724310776955,475.15614035087697,493.08736559139754,563.1578947368421
1082,Oeiras,PI,451.2467128027681,472.3355580482342,457.6689287717336,488.43725490196044,574.4139091418957
1083,Oeiras do Pará,PA,450.02598187311196,474.2490304709142,452.9423822714682,467.13413897280947,544.2659279778393
1084,Oiapoque,AP,435.1516778523487,455.0682389937106,430.8946540880501,452.5704697986573,493.2704402515723
1085,Olho d'Água das Flores,AL,455.77728237791985,474.4697580645159,463.809677419355,485.30530785562644,564.0322580645161
1086,Olinda,PE,486.74606679035134,513.3091616554633,500.2639370357278,528.7355658627091,611.5564202334631
1087,Oliveira,MG,499.74256410256436,529.811428571428,511.12157635467963,551.9749743589745,660.1182266009852
1088,Oliveira dos Brejinhos,BA,464.61549295774665,477.76168831168815,460.9285714285712,505.67323943661955,612.5974025974026
1089,Olímpia,SP,513.3760489510489,540.5077181208052,526.0431208053692,568.8571678321673,634.228187919463
1090,Oriximiná,PA,458.96077643909,483.6098765432101,463.78382716049373,481.0408299866133,584.9876543209876
1091,Orleans,SC,507.1622905027937,524.5650510204084,502.92474489795916,551.8499999999997,617.9591836734694
1092,Orlândia,SP,500.28121761658036,527.3311028500626,509.6350681536554,550.3360103626951,662.9739776951673
1093,Orobó,PE,462.37702702702717,483.2058528428091,468.52224080267547,496.42567567567596,636.5551839464883
1094,Orós,CE,445.2595818815328,464.18197278911595,461.07312925170066,473.76445993031365,480.95238095238096
1095,Osasco,SP,506.57788348946184,544.8670242407346,526.9970186681539,556.4708723653408,625.3663973251602
1096,Osvaldo Cruz,SP,506.6635135135136,542.5634615384619,526.9477564102565,569.4236486486487,638.2051282051282
1097,Osório,RS,503.15753012048145,530.3893617021276,516.6384397163126,548.2006024096387,629.3617021276596
1098,Ouricuri,PE,469.92570212765924,487.8697730956235,473.3675040518645,506.5321702127666,583.54943273906
1099,Ourinhos,SP,504.585242896425,533.3851916376312,521.2888501742149,564.6739688359298,611.3763066202091
1100,Ouro Branco,MG,521.2859327217121,561.379479768786,536.4161849710976,581.9498470948015,671.3583815028902
1101,Ouro Fino,MG,505.873291925466,527.1942857142858,513.0737142857142,565.5894409937888,630.4571428571429
1102,Ouro Preto,MG,499.9630553390499,538.6504832713753,512.0621561338282,546.2122369446603,625.7397769516729
1103,Ouro Preto do Oeste,RO,477.9675381263615,497.16152263374465,481.37283950617285,509.7026143790852,584.7325102880659
1104,Ourém,PA,443.3366666666664,466.92509960159333,448.67529880478077,474.84083333333325,541.6733067729084
1105,Pacajus,CE,468.67577054794486,501.9025244299659,488.9686482084688,510.72157534246537,589.6742671009772
1106,Pacajá,PA,454.48014440433195,461.9382758620688,443.7686206896553,473.6194945848376,562.0689655172414
1107,Pacatuba,CE,460.7872707659111,487.6426278836511,478.96188565697105,497.841316073355,558.7362086258777
1108,Pacoti,CE,444.04366197183083,466.4090609555193,463.0321252059308,470.74190140845093,547.0181219110378
1109,Padre Bernardo,GO,448.32784810126594,471.92701612903187,462.9770161290321,494.8274261603375,526.5322580645161
1110,Padre Paraíso,MG,481.5276995305165,506.2408256880733,488.0986238532106,516.9981220657278,618.5321100917431
1111,Paiçandu,PR,474.72969696969693,499.2193370165748,494.8171270718231,494.9315151515152,577.7900552486187
1112,Palhoça,SC,499.94673604541094,531.0683370288251,510.66261640798297,546.1117313150424,597.09977827051
1113,Palmares,PE,463.0263860369603,486.9288649706452,479.6982387475538,504.17412731006164,591.3502935420744
1114,Palmas,PR,473.2443729903539,506.13788819875765,491.12515527950296,508.10192926044994,573.416149068323
1115,Palmas,TO,493.1576461168941,517.1647094068315,499.70492810065775,534.7288710968762,619.2720191731576
1116,Palmas de Monte Alto,BA,475.0502164502163,498.42008547008584,474.2089743589743,498.9090909090908,613.3333333333334
1117,Palmeira,PR,503.1176470588239,526.4081784386616,507.0137546468403,533.9301960784313,564.5353159851301
1118,Palmeira das Missões,RS,476.111056910569,509.24729520865463,491.64003091189977,517.5476422764231,609.9227202472952
1119,Palmeira dos Índios,AL,472.62784891165217,491.9442521631642,474.2055006180475,508.1434699103718,620.1730531520395
1120,Palmeirópolis,TO,448.7226804123715,462.08382352941163,450.07794117647046,471.38762886597937,530.0980392156863
1121,Palmitos,SC,491.43807439824974,513.0247881355932,486.08135593220373,532.5402625820569,602.7966101694915
1122,Palotina,PR,506.17559241706135,530.4873638344228,508.3958605664485,547.0236966824643,625.0544662309368
1123,Panambi,RS,497.74316309719893,527.5871874999996,501.9557812500001,541.6014827018118,609.6875
1124,Panelas,PE,458.92541133455205,481.18824561403477,472.7575438596495,493.886654478976,607.7894736842105
1125,Paracambi,RJ,490.08330206379014,521.1450177935942,503.7549822064059,530.3960600375232,621.6725978647687
1126,Paracatu,MG,493.2964285714285,516.3328922495273,500.2209829867672,533.358571428571,606.6918714555766
1127,Paracuru,CE,460.4337804878049,484.1030267753207,475.84807916181677,493.094268292683,520.395809080326
1128,Paragominas,PA,470.5786318758818,494.2804590163921,477.01586885245945,502.00126939351225,598.5967213114754
1129,Paraguaçu Paulista,SP,499.72891891891913,533.3881443298973,519.0162371134021,551.7627027027025,606.9072164948453
1130,Paraipaba,CE,459.423802612482,474.9311018131102,469.5075313807528,500.187663280116,551.9386331938633
1131,Parambu,CE,459.87138643067834,480.1838983050844,466.56016949152547,482.0681415929203,509.26553672316385
1132,Paramirim,BA,474.99719416386097,495.8758469945356,469.4020765027321,512.7597081930405,612.7868852459017
1133,Paranaguá,PR,485.8560841720032,516.3576013513517,504.95388513513564,525.3578225068625,576.402027027027
1134,Paranatinga,MT,477.97048192771064,509.2571428571425,484.00769230769225,514.8590361445783,577.2527472527472
1135,Paranavaí,PR,487.56890894175604,509.8733079847901,496.1895057034214,522.9347826086954,597.0342205323194
1136,Paranaíba,MS,471.207602339181,493.84143646408825,486.5985267034995,503.6124756335284,573.6279926335175
1137,Paraopeba,MG,501.10034965034936,529.9643097643096,510.95454545454544,553.9283216783219,666.8686868686868
1138,Paratinga,BA,456.05368852459037,464.82230769230756,449.8238461538458,474.1266393442625,568.3076923076923
1139,Paraty,RJ,506.52517647058835,539.6110859728503,522.0852941176471,545.6816470588236,608.0090497737557
1140,Parauapebas,PA,479.08436957276706,499.56947906679477,483.6914349632472,507.0722125738114,594.4135506551614
1141,Paraíba do Sul,RJ,481.5367499999998,508.91210653753006,499.3978208232447,522.1272499999997,609.2009685230024
1142,Paraíso do Tocantins,TO,470.316179775281,490.24776119403026,478.1316631130066,509.8804494382017,591.1513859275053
1143,Parelhas,RN,487.0925925925924,509.1228742514967,489.31293413173637,533.0995061728397,629.1736526946107
1144,Parintins,AM,449.0113680154142,469.3530309833856,451.4235743152226,465.506791907514,508.3340817242928
1145,Paripiranga,BA,473.78881748071944,492.35600490196094,473.17438725490257,501.0215938303346,613.7254901960785
1146,Parnamirim,PE,462.31693548387096,476.0992156862747,474.0239215686272,503.397177419355,552.7058823529412
1147,Parnamirim,RN,497.24663444943053,529.5444045676993,509.07601957585683,537.123092854677,613.2398042414355
1148,Parnarama,MA,438.4308008213558,452.400787401575,443.40767716535424,462.1745379876797,565.1574803149606
1149,Parnaíba,PI,480.0642225031603,500.97464103188133,488.09462156242427,512.4692288242735,626.4833292771964
1150,Parobé,RS,486.7905198776763,518.5326589595375,501.87890173410347,517.9892966360857,576.3005780346821
1151,Pará de Minas,MG,513.7881090008274,538.394956658787,518.9208825847128,578.6184145334431,672.7344365642238
1152,Passira,PE,466.0987515605495,480.1812425328557,470.0158900836325,502.3399500624219,569.8685782556751
1153,Passo Fundo,RS,507.5362528216696,540.0597386172007,521.1558178752103,559.9987358916488,640.8431703204047
1154,Passos,MG,500.0189340813458,528.29323607427,507.3698054818739,554.9934081346413,636.0300618921309
1155,Pato Branco,PR,505.6938019652311,539.0987857142852,514.2929285714293,561.6409674981112,623.0857142857143
1156,Patos,PB,476.34863481228666,498.40704651802844,482.6476740985403,517.9901023890802,612.5626204238921
1157,Patos de Minas,MG,515.1803180060167,539.2471434443066,523.4065762433203,569.9878384185639,675.1746814632141
1158,Patrocínio,MG,501.3417685794915,526.9585106382971,514.5319148936178,556.9708372530573,671.2056737588653
1159,Patu,RN,462.4033539276259,477.26117747440253,461.3581911262797,494.98596646072343,597.4402730375426
1160,Pau dos Ferros,RN,479.2839217557253,502.2256669733212,486.52069917203374,518.5800095419845,617.1205151793928
1161,Paudalho,PE,466.2767180925667,479.44953395472726,471.5050599201064,494.6443197755963,552.1704394141145
1162,Pauini,AM,422.61547619047633,434.6178217821782,412.0475247524751,448.5059523809522,375.64356435643566
1163,Paulista,PE,478.5784210526311,507.66997695369685,492.2433899015285,516.6387500000008,591.4309658495705
1164,Paulistana,PI,453.87960339943385,471.41299589603364,458.9708618331056,500.55793201133196,626.3201094391245
1165,Paulo Afonso,BA,476.1517543859649,502.44543770264073,485.9735062528949,514.5561403508763,612.6725335803612
1166,Paulínia,SP,528.822822491731,556.0022245762709,536.7261652542372,585.2478500551265,642.0338983050848
1167,Paço do Lumiar,MA,464.0341670388567,491.9237195633917,473.11809403862236,494.3033943724872,577.3803526448363
1168,Pederneiras,SP,511.89386973180075,541.1234432234434,530.9234432234433,572.8823754789273,644.8351648351648
1169,Pedra Branca,CE,457.55632377740267,480.41974723538686,461.55323854660406,497.5765598650924,506.3823064770932
