,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
1572,São Sebastião do Passé,BA,469.1050847457629,505.19097938144347,487.03969072164915,497.7909604519771,573.8144329896908
1573,São Sepé,RS,501.3236933797908,542.591245791246,515.968686868687,535.173867595819,611.1111111111111
1574,São Vicente,SP,491.1811724137929,526.3792948717951,513.3123076923072,533.249724137931,580.0897435897435
1575,São Vicente Ferrer,MA,435.6567484662578,441.41343283582063,436.62477611940295,454.2702453987731,496.7761194029851
1576,São Vicente do Seridó,PB,470.5719457013575,488.01271929824554,462.8333333333336,489.41900452488693,581.4035087719299
1577,São Vicente do Sul,RS,490.4190871369297,515.8594377510041,494.09718875502034,525.4340248962658,598.995983935743
1578,Sítio Novo do Tocantins,TO,458.5650485436894,483.0400000000001,465.23767441860434,485.2286407766991,606.6046511627907
1579,Tabatinga,AM,433.8257075471701,453.3948453608242,438.66391752577294,453.0641509433964,446.10309278350513
1580,Tabira,PE,472.4997500000005,493.8829504232162,482.617170495768,519.3756250000006,572.6239419588876
1581,Taboão da Serra,SP,498.6962382445155,539.9768910065524,522.6161405598563,545.8251410658299,619.8391899940441
1582,Tabuleiro do Norte,CE,478.4996062992126,500.809022556391,492.49624060150387,524.5584645669285,588.9097744360902
1583,Taguatinga,TO,448.55228426395917,465.19061032863823,443.075117370892,469.46345177664966,524.2253521126761
1584,Tailândia,PA,459.2314814814812,482.51296992481235,466.1263157894737,488.2436213991771,582.0676691729324
1585,Taiobeiras,MG,486.1743816254414,510.52954924874757,495.97195325542583,547.2962897526498,617.6293823038397
1586,Taió,SC,487.1783132530117,507.5581005586594,478.52597765363123,516.1942771084337,576.5921787709498
1587,Tamboril,CE,450.5162790697674,477.1304250559284,469.80738255033566,484.76000000000005,545.8165548098434
1588,Tangará da Serra,MT,477.61091633466253,498.21299477221805,482.9401045556388,518.9274900398394,595.6385362210605
1589,Tapauá,AM,442.3939024390245,451.2175824175824,438.79670329670336,451.9756097560976,527.9120879120879
1590,Tapejara,RS,490.1568421052631,521.2075247524748,501.57841584158416,535.9065263157894,621.980198019802
1591,Taperoá,PB,466.7967213114752,498.8316770186334,476.43664596273294,495.18327868852435,573.2919254658385
1592,Tapiratiba,SP,501.77619047619044,528.7081395348837,509.22209302325564,543.6505952380954,604.1860465116279
1593,Taquara,RS,508.17928286852583,546.821892393321,526.4194805194802,559.9958167330676,638.8126159554731
1594,Taquari,RS,484.69585492228,517.5572115384614,500.5201923076923,530.6248704663215,598.0769230769231
1595,Taquaritinga,SP,506.2112903225809,524.9875324675327,516.8384415584414,554.8075268817202,640.1038961038961
1596,Tarauacá,AC,447.3949843260189,479.61333333333334,462.6118840579713,481.6376175548594,561.1594202898551
1597,Tartarugalzinho,AP,445.51803278688527,456.71791044776114,436.3820895522388,461.0655737704917,525.6716417910447
1598,Tatuí,SP,505.4444047619042,534.999111111111,520.9025555555553,556.6130952380959,598.0888888888888
1599,Taubaté,SP,523.8525939849619,557.9732174529976,540.0134799574313,584.4431203007524,650.5498403689252
1600,Tauá,CE,468.0107708553325,495.06225099601625,486.23705179282797,512.7845828933471,578.2270916334661
1601,Tavares,PB,466.9410714285714,494.1045845272205,483.30802292263604,533.903869047619,613.9255014326648
1602,Tefé,AM,446.2380073800739,463.6434121621617,450.77770270270275,472.9833948339486,520.1013513513514
1603,Teixeira de Freitas,BA,480.84711846318044,513.5680099502495,495.61825870646754,521.5792956243333,623.2537313432836
1604,Tejuçuoca,CE,448.60836120401353,467.3103559870551,457.77864077669915,479.7488294314383,529.7734627831716
1605,Telêmaco Borba,PR,485.83453689167965,514.0813583815027,496.52716763005753,517.5480376766084,570.1445086705203
1606,Teodoro Sampaio,SP,470.5922077922077,503.68204081632683,495.56775510204085,514.2761904761904,566.8571428571429
1607,Teotônio Vilela,AL,464.95957894736785,483.73213213213245,472.2939939939938,497.4739999999998,627.0670670670671
1608,Teresina,PI,496.00937133050246,522.3078450028115,504.61515374302735,541.3049679342437,655.2947281927086
1609,Teresópolis,RJ,509.1121554770316,546.0479152878893,529.5091992058241,570.2396466431103,662.8325612177366
1610,Terra Nova do Norte,MT,467.9867647058825,481.4098765432099,463.6876543209878,485.239705882353,522.4691358024692
1611,Teutônia,RS,516.6859016393444,554.4201807228917,538.7590361445787,570.4567213114753,664.2168674698795
1612,Teófilo Otoni,MG,496.18814479638115,525.6118353344768,508.3812178387653,545.8381447963802,633.4648370497428
1613,Tianguá,CE,468.46610932475994,494.1037897310512,481.9382029339853,514.1209646302242,584.5110024449878
1614,Tibau,RN,468.5780000000002,491.65285714285733,475.5500000000001,499.893,577.7142857142857
1615,Tietê,SP,511.98758029978603,537.9800411522632,523.2615226337454,567.3723768736616,652.0987654320987
1616,Tijucas,SC,497.285545023697,531.687772925764,507.8709606986898,539.3168246445491,592.6200873362445
1617,Timbaúba,PE,465.1172464840858,488.13089488636376,474.670525568182,506.18475203553044,599.84375
1618,Timbiras,MA,448.59100529100505,464.4423469387757,445.87576530612256,474.49999999999983,531.2244897959183
1619,Timbó,SC,515.0026595744681,544.1643216080404,520.7726130653263,572.2523936170215,614.9748743718593
1620,Timon,MA,464.774006001501,486.75144282151797,475.1951905949404,497.1002625656418,605.2725329533309
1621,Timóteo,MG,524.6938794726933,550.9799111111118,528.6083555555551,588.4804143126184,695.5733333333334
1622,Tobias Barreto,SE,473.0541511771992,492.68429561200895,481.0995381062352,509.1802973977695,622.9099307159354
1623,Tocantinópolis,TO,445.44648829431475,466.23650793650796,449.60920634920615,471.02575250836145,536.5714285714286
1624,Toledo,PR,507.2134604598988,529.600630583289,514.3809774040984,555.1396522714526,612.5906463478718
1625,Tomé-Açu,PA,448.34470134874755,461.98841628959326,441.9561085972853,470.8290944123316,547.9638009049773
1626,Tonantins,AM,416.6880952380953,433.2537634408602,419.48387096774184,432.37380952380965,408.38709677419354
1627,Torres,RS,495.0749685534601,523.3884892086326,507.6994004796173,538.0864150943387,590.3597122302158
1628,Touros,RN,462.78790931989914,480.59832535885147,469.4837320574159,503.7340050377837,593.6842105263158
1629,Traipu,AL,458.3214634146345,481.1855813953485,453.3069767441858,494.5517073170733,591.8139534883721
1630,Trairi,CE,447.9628888888884,466.9558762886602,462.5223711340205,485.70400000000024,514.5773195876288
1631,Tramandaí,RS,491.26859688195947,516.6193227091633,505.97250996015964,521.2474387527845,556.01593625498
1632,Trindade,GO,472.5374823196613,501.20162637362716,484.3543736263732,507.0489391796318,582.778021978022
1633,Triunfo,PE,479.0789370078742,503.15287356321835,488.9959770114942,523.4846456692914,608.7739463601532
1634,Três Corações,MG,499.4305909617612,531.1796276013147,518.6414019715219,555.0412514484357,646.5498357064622
1635,Três Lagoas,MS,491.7640577507599,521.2130465444285,506.8887870239769,531.5430851063834,609.7320169252469
1636,Três Marias,MG,488.30189274447946,507.52375366568907,500.6038123167155,531.2078864353313,616.5395894428152
1637,Três Passos,RS,491.77777777777726,518.2689005235603,499.45832460733016,535.4281111111109,614.6387434554974
1638,Três Pontas,MG,495.47569930069955,523.5897689768988,507.85198019802,554.8868881118876,635.7755775577558
1639,Três Rios,RJ,493.94668435013267,524.0064945878433,506.5383846794343,535.8650751547308,630.0915903413821
1640,Três de Maio,RS,498.53197781885393,525.3217314487633,504.385335689046,547.6656192236599,639.3992932862191
1641,Tubarão,SC,499.3002828854303,525.7629993451216,508.6725605762926,545.9760254596877,636.83038637852
1642,Tucano,BA,480.8714003944774,505.65213358070554,489.25250463821857,520.8948717948718,610.204081632653
1643,Tucumã,PA,466.96045548654234,489.97976424361497,472.76424361493116,492.16273291925455,585.147347740668
1644,Tucuruí,PA,466.5197773411928,492.6820433436531,472.7050154798752,495.0003274394237,575.2693498452012
1645,Tuntum,MA,458.4548717948719,477.99038461538487,466.32259615384623,508.0235897435897,580.9615384615385
1646,Tupaciguara,MG,472.79539748953965,500.4163934426231,492.9069672131146,523.9016736401676,613.9344262295082
1647,Tupã,SP,504.0248216833091,533.2278975741237,520.2234501347712,562.0047075606277,633.1266846361186
1648,Turiaçu,MA,433.73289473684207,457.3957575757576,444.10848484848464,457.286842105263,534.1818181818181
1649,Turmalina,MG,489.88291746641045,515.5374768089056,498.69406307977744,533.012092130518,618.3673469387755
1650,Tutóia,MA,464.7467948717948,479.64849699398815,464.98517034068203,481.25042735042695,568.6172344689379
1651,Uarini,AM,426.5702702702702,423.5645161290323,404.26021505376355,439.58243243243254,321.0752688172043
1652,Uauá,BA,465.76926070038905,498.5153284671532,477.93029197080284,495.5070038910504,571.6058394160584
1653,Ubaitaba,BA,457.56016771488487,477.74637964774956,461.01937377690814,480.11362683438165,568.3365949119374
1654,Ubajara,CE,466.2131355932203,492.55626702997245,483.2839237057219,509.33827683615834,557.8201634877385
1655,Ubatuba,SP,504.37326530612245,537.2751423149899,524.4172675521821,560.6857142857144,595.5597722960151
1656,Ubaíra,BA,465.83699633699644,480.8591397849462,466.45949820788513,487.53992673992684,571.1827956989247
1657,Uberaba,MG,518.9764399092983,543.6462017167385,524.7075751072972,570.9064852607709,663.0085836909872
1658,Uberlândia,MG,514.7982339730518,548.0716028206631,526.3914046121611,566.3887300939149,663.2361349342482
1659,Ubiratã,PR,473.57385444743943,499.1891191709846,487.09015544041455,511.59784366576827,569.3264248704663
1660,Ubá,MG,514.2437029063506,540.2660184237461,519.5122313203684,573.7698062432714,661.2998976458547
1661,Uibaí,BA,490.68030303030315,517.811961722488,496.8272727272729,534.3217171717174,636.8421052631579
1662,Uiraúna,PB,460.79692622950836,484.57180451127823,466.0787593984963,498.8346311475411,579.3233082706766
1663,Umarizal,RN,459.6474747474744,478.87678916827804,462.80773694390734,487.67595959595917,569.6324951644101
1664,Umbaúba,SE,463.7412331406549,482.62720588235305,465.8749999999999,491.58747591522155,600.0735294117648
1665,Umburanas,BA,440.9283582089553,451.9006578947367,447.903289473684,464.58208955223876,543.1578947368421
1666,Umuarama,PR,494.02780464216676,518.1844811753909,503.231818181818,538.3215183752419,607.5390266299357
1667,Una,BA,475.1011764705882,492.59619565217406,477.71304347826134,485.05999999999983,549.6739130434783
1668,Unaí,MG,488.16431797651353,508.77900923593586,496.9614609571787,521.9960252935856,599.2611251049539
1669,União,PI,453.3444444444446,471.13646723646747,456.1616809116806,481.4874074074081,599.4017094017094
1670,União da Vitória,PR,495.66992907801466,532.6756032171592,510.23136729222495,540.7497872340431,596.970509383378
1671,União dos Palmares,AL,457.8926690391455,481.4356557377054,464.0431010928958,492.43758007117435,578.2377049180328
1672,Urandi,BA,484.9625,491.05837104072435,482.31040723981886,510.2870192307692,614.6606334841629
1673,Urbano Santos,MA,446.5179361179362,461.87136150234744,442.045070422535,468.867321867322,545.1643192488262
1674,Uruará,PA,457.36294642857104,473.5229166666668,454.85583333333346,478.615625,569.3333333333334
1675,Uruaçu,GO,466.6265486725668,491.4818761384338,480.14744990892524,507.8993117010816,567.7959927140255
1676,Uruburetama,CE,445.3599745870388,462.73545673076956,463.1609374999997,480.5202033036849,496.63461538461536
1677,Urucará,AM,426.12695035460956,434.17308970099646,427.3933554817276,439.4265957446809,464.71760797342193
1678,Urucurituba,AM,432.43533834586475,440.7493589743592,420.59615384615375,441.6781954887218,462.1794871794872
1679,Uruguaiana,RS,478.5077450308429,509.8871008140262,495.32836568566165,526.8418094585335,585.097056981841
1680,Uruoca,CE,449.6490506329116,468.14520123839077,458.4489164086687,475.9249999999998,478.8235294117647
1681,Uruçuí,PI,443.2515883100381,459.2152147239261,441.2607361963191,470.06124523507003,526.5521472392638
1682,Vacaria,RS,495.8701067615653,532.3115646258503,513.8430272108845,542.7514234875449,606.5646258503401
1683,Valente,BA,467.4316725978645,489.269836065574,474.49475409836083,497.55960854092484,589.639344262295
1684,Valença,BA,478.3974943052391,503.58747300215964,487.9662347012245,504.03090356871763,597.7249820014399
1685,Valença,RJ,497.2326898326893,529.2382671480142,510.6955475330924,542.9707850707848,636.9675090252707
1686,Valença do Piauí,PI,447.6257358490563,468.52919438285306,452.39342202512955,478.52384905660375,577.7974870657797
1687,Valinhos,SP,543.5847198641756,569.4076736672064,547.5697092084004,611.682767402377,664.345718901454
1688,Valparaíso de Goiás,GO,468.42857142857105,499.6010438413366,488.02459290187954,503.1279892521254,562.8141962421712
1689,Vargem Grande,MA,439.70715789473644,461.20991902834004,446.1261133603238,467.4747368421052,539.4736842105264
1690,Vargem Grande Paulista,SP,518.7938356164387,543.5294505494502,527.4452747252747,565.7757990867581,622.065934065934
1691,Vargem Grande do Sul,SP,507.28908296943246,526.9235059760958,510.5573705179282,553.0960698689959,606.5338645418327
1692,Varginha,MG,511.09382929642425,544.6356089568538,525.7958492626973,572.4096309111876,665.1228836701256
1693,Varjota,CE,464.3126064735944,484.0605177993526,478.24368932038857,509.9226575809199,537.5080906148868
1694,Vassouras,RJ,500.0330661322647,530.3931688804549,517.7740037950672,535.4895791583169,642.6944971537002
1695,Vazante,MG,487.9209497206704,512.1762032085561,498.0315508021388,535.213407821229,633.3155080213904
1696,Venda Nova do Imigrante,ES,516.3819444444438,535.3776798825259,513.0540381791485,567.4291666666671,640.9691629955947
1697,Venâncio Aires,RS,511.6774907749079,537.4163120567378,524.0817375886526,574.1315498154985,681.7730496453901
1698,Vera Cruz,BA,461.56131578947327,491.545063291139,473.2863291139244,482.2139473684208,576.2025316455696
1699,Vera Cruz,RN,469.78484848484806,495.30809248554914,475.36849710982665,500.33727272727293,587.8034682080925
1700,Veranópolis,RS,509.2960843373499,535.2429824561403,511.53596491228075,558.4819277108436,699.8830409356725
1701,Vespasiano,MG,493.1328491620104,532.6076029567049,511.09820485744416,534.566927374301,608.4899683210137
1702,Viamão,RS,492.1290193462315,525.4260223048326,510.2325898389094,523.8033355570392,581.8463444857497
1703,Viana,ES,483.63548387096785,510.27329842931863,494.25026178010455,518.76110056926,576.8586387434555
1704,Viana,MA,446.1955078125003,463.4742173112337,451.88029465930043,473.06464843750024,557.6427255985267
1705,Vicência,PE,463.2812987012984,483.21318407960194,464.8037313432833,491.2545454545452,585.4228855721393
1706,Videira,SC,502.1136105860112,527.660945709282,509.31786339754785,541.6351606805296,600.9106830122591
1707,Vigia,PA,445.8097959183675,466.8124397299904,442.610896817743,465.8570408163267,557.7820636451302
1708,Vila Rica,MT,475.51884057971,497.89793103448295,474.09310344827605,496.5195652173912,589.2413793103449
1709,Vila Velha,ES,519.7026360256848,548.0820286659317,526.9190581193889,567.8703447110526,642.5295322097968
1710,Vilhena,RO,487.00557522123876,513.3012355848427,493.7302306425046,522.6217699115057,577.677100494234
1711,Vinhedo,SP,542.6407796101951,567.996468926554,550.7918079096046,606.3523238380809,675.9887005649717
